Geneid,EC1,EC1yuan,EC2,EC2yuan,EC3,EC3yuan
ENSG00000285791,2,0,2,0,1,0
ENSG00000147576,40,1,28,2,34,1
ENSG00000253623,0,0,0,0,0,0
ENSG00000169085,0,0,0,0,0,0
ENSG00000206949,0,0,0,0,0,0
ENSG00000185697,189,277,168,362,190,327
ENSG00000175073,639,469,529,507,578,544
ENSG00000201365,0,0,0,0,1,0
ENSG00000288602,1,0,0,0,3,0
ENSG00000288596,110,18,95,18,102,33
ENSG00000104205,55,55,20,52,41,44
ENSG00000213005,0,3,0,1,3,2
ENSG00000178460,36,4,19,12,27,16
ENSG00000245910,845,438,1016,414,952,407
ENSG00000254341,0,0,0,0,0,0
ENSG00000261787,0,0,0,0,1,0
ENSG00000178125,5,0,6,1,3,1
ENSG00000253223,10,4,6,7,0,2
ENSG00000121022,561,668,527,745,584,731
ENSG00000104218,567,459,435,484,505,449
ENSG00000252637,0,0,0,0,0,0
ENSG00000250869,0,0,0,2,0,0
ENSG00000066777,1511,1191,1320,1418,1594,1397
ENSG00000287214,0,0,0,0,0,2
ENSG00000271966,14,2,18,3,8,5
ENSG00000241961,0,0,0,0,0,0
ENSG00000165078,0,0,0,0,0,0
ENSG00000254253,0,0,0,0,0,0
ENSG00000255130,0,0,0,0,0,0
ENSG00000255531,0,0,0,0,0,0
ENSG00000046889,49,13,60,11,81,8
ENSG00000255206,0,0,0,0,0,0
ENSG00000254051,0,0,0,0,0,0
ENSG00000252210,0,0,1,0,0,0
ENSG00000253964,0,0,0,0,0,0
ENSG00000248801,0,0,0,0,0,0
ENSG00000165084,10,6,2,5,5,7
ENSG00000236191,0,0,1,0,0,0
ENSG00000239184,0,0,0,0,0,0
ENSG00000254337,1,0,0,0,0,0
ENSG00000253658,0,1,0,0,0,0
ENSG00000238808,0,0,0,0,0,0
ENSG00000254332,502,663,533,663,541,636
ENSG00000253373,0,0,0,0,0,0
ENSG00000253479,0,0,0,0,0,0
ENSG00000253216,0,0,0,0,0,0
ENSG00000137573,150,2,95,2,106,0
ENSG00000137571,22,2,36,0,27,3
ENSG00000222889,0,0,0,0,0,0
ENSG00000254557,0,0,0,0,0,0
ENSG00000271113,1,0,0,0,0,0
ENSG00000246528,7,0,2,1,3,0
ENSG00000277740,2,0,0,0,0,0
ENSG00000255107,0,0,0,0,1,0
ENSG00000239580,0,0,0,0,0,0
ENSG00000223293,0,0,0,0,0,0
ENSG00000280393,0,0,0,0,0,0
ENSG00000247570,12,8,9,5,11,9
ENSG00000253721,1,0,1,0,0,0
ENSG00000147596,0,2,0,0,0,0
ENSG00000212473,0,0,0,0,0,0
ENSG00000253173,0,1,0,7,1,4
ENSG00000140396,1227,616,1036,709,1176,724
ENSG00000213003,3,1,0,2,2,4
ENSG00000207036,0,0,0,0,1,0
ENSG00000241204,0,0,0,0,0,0
ENSG00000253143,0,0,0,0,0,0
ENSG00000253967,0,0,0,0,0,0
ENSG00000275128,0,0,0,0,0,0
ENSG00000241105,0,0,0,0,1,0
ENSG00000287230,0,0,0,0,0,0
ENSG00000067167,3492,2105,3142,2531,3331,2447
ENSG00000246366,3,2,0,3,5,3
ENSG00000147592,134,164,129,193,85,164
ENSG00000243532,0,0,0,0,0,0
ENSG00000221947,48,18,33,28,41,38
ENSG00000285579,0,0,0,0,0,0
ENSG00000223220,0,0,0,0,0,0
ENSG00000254031,0,0,0,0,1,0
ENSG00000104313,1,0,0,0,0,0
ENSG00000253124,0,0,0,0,0,0
ENSG00000254277,0,0,0,0,0,0
ENSG00000253287,0,0,0,0,0,0
ENSG00000200191,0,0,0,0,0,0
ENSG00000235531,0,0,0,0,0,0
ENSG00000178860,0,0,0,0,0,0
ENSG00000241942,0,0,0,0,0,0
ENSG00000104321,0,0,0,0,0,0
ENSG00000253317,11,1,2,0,5,0
ENSG00000250979,18,1,26,3,21,6
ENSG00000252509,0,0,0,0,1,0
ENSG00000212989,0,1,2,0,0,0
ENSG00000254347,0,0,0,0,0,0
ENSG00000182674,0,0,3,0,2,1
ENSG00000253226,0,0,0,0,0,0
ENSG00000278193,0,0,0,0,0,0
ENSG00000253726,0,0,0,0,0,0
ENSG00000253784,0,1,0,0,3,0
ENSG00000260838,0,0,0,0,0,0
ENSG00000147601,422,328,380,458,438,416
ENSG00000222488,0,0,0,0,0,0
ENSG00000272254,1,0,0,1,1,2
ENSG00000253636,39,13,21,8,23,22
ENSG00000164764,21,8,20,7,12,8
ENSG00000237061,0,0,0,0,0,0
ENSG00000253564,0,0,0,0,0,1
ENSG00000274443,0,0,0,0,0,0
ENSG00000254213,1,0,0,0,1,0
ENSG00000147604,306,316,317,373,280,321
ENSG00000121039,405,268,329,255,394,256
ENSG00000250295,13,1,8,4,7,4
ENSG00000253235,0,0,1,0,0,0
ENSG00000253339,0,0,0,0,0,0
ENSG00000253302,2,0,5,2,2,2
ENSG00000040341,941,389,803,500,911,412
ENSG00000254273,3,0,0,1,0,0
ENSG00000253383,0,0,0,0,0,0
ENSG00000254105,0,0,1,0,1,0
ENSG00000254538,1,0,5,7,7,2
ENSG00000258677,0,0,0,0,0,0
ENSG00000104343,879,371,793,477,828,448
ENSG00000253273,1,0,0,1,0,0
ENSG00000272469,0,0,0,0,0,0
ENSG00000286113,2,1,4,0,0,1
ENSG00000251633,1,0,0,0,1,0
ENSG00000154582,476,916,466,979,488,852
ENSG00000175606,310,598,307,602,259,589
ENSG00000244295,0,0,0,0,0,0
ENSG00000253833,5,5,2,7,5,6
ENSG00000154589,0,0,0,0,0,0
ENSG00000212348,0,0,0,0,0,0
ENSG00000254288,0,0,0,0,0,0
ENSG00000240047,0,0,0,0,0,0
ENSG00000212485,0,0,0,0,0,0
ENSG00000253983,0,0,0,0,0,0
ENSG00000253115,0,0,0,0,0,0
ENSG00000104369,6,0,5,0,4,0
ENSG00000104381,210,168,210,228,206,216
ENSG00000253596,0,0,0,0,0,0
ENSG00000207417,0,0,0,0,0,2
ENSG00000266502,0,0,0,0,0,0
ENSG00000283505,0,0,0,0,0,0
ENSG00000254349,2,0,0,1,1,0
ENSG00000253341,458,389,518,366,494,424
ENSG00000254080,0,0,0,0,0,0
ENSG00000283188,0,0,0,0,0,0
ENSG00000253706,0,0,0,0,0,0
ENSG00000253777,0,0,0,0,0,0
ENSG00000137558,0,0,2,2,1,1
ENSG00000254043,0,0,0,0,0,0
ENSG00000121005,14,6,23,7,24,2
ENSG00000254238,0,0,0,0,0,0
ENSG00000249395,56,12,47,14,29,7
ENSG00000253712,0,0,0,0,0,0
ENSG00000253229,0,0,0,0,0,0
ENSG00000254023,3,9,1,4,7,6
ENSG00000164749,60,35,75,31,78,38
ENSG00000287352,0,0,0,0,0,0
ENSG00000222231,0,0,0,0,0,0
ENSG00000270866,0,0,0,0,0,0
ENSG00000271167,0,0,0,0,0,0
ENSG00000254300,0,0,0,0,0,0
ENSG00000253661,1,0,2,0,0,0
ENSG00000253681,0,0,0,0,0,0
ENSG00000254305,0,0,0,0,0,0
ENSG00000091656,349,220,285,251,384,256
ENSG00000276673,0,0,0,0,0,0
ENSG00000253416,0,0,0,0,0,0
ENSG00000266712,1,0,1,0,4,0
ENSG00000164751,581,510,468,585,500,459
ENSG00000253952,0,0,0,1,3,0
ENSG00000254366,0,0,0,0,0,0
ENSG00000254001,0,0,0,0,0,0
ENSG00000254266,1,5,5,5,3,3
ENSG00000252935,0,0,0,0,0,0
ENSG00000171033,517,196,384,229,430,205
ENSG00000260398,21,1,9,5,8,2
ENSG00000286675,3,0,8,0,2,2
ENSG00000104427,436,219,438,274,466,272
ENSG00000104432,89,64,65,74,71,62
ENSG00000254352,12,7,19,4,14,2
ENSG00000253919,101,111,93,111,100,102
ENSG00000285744,23,10,27,10,29,12
ENSG00000261618,20,10,21,24,24,15
ENSG00000253659,0,0,0,0,0,0
ENSG00000253391,0,0,0,0,0,0
ENSG00000240540,7,2,5,2,7,3
ENSG00000104435,0,0,0,0,0,0
ENSG00000287052,0,0,0,0,0,0
ENSG00000164683,12,3,12,5,17,8
ENSG00000272138,1,0,0,2,3,1
ENSG00000249328,2,0,4,0,1,1
ENSG00000238884,0,0,0,0,0,0
ENSG00000285758,3,3,0,1,0,1
ENSG00000147586,86,163,94,170,79,151
ENSG00000276418,0,3,0,4,0,1
ENSG00000272518,4,10,5,10,6,8
ENSG00000272264,2,2,3,2,4,10
ENSG00000076554,1520,1020,1380,1236,1468,1219
ENSG00000254205,0,0,0,2,1,1
ENSG00000241550,0,0,0,0,0,0
ENSG00000265588,0,0,0,0,0,0
ENSG00000241746,1,0,1,1,1,0
ENSG00000253238,2,0,0,0,0,3
ENSG00000213791,1,1,0,0,1,5
ENSG00000206649,0,0,0,0,0,0
ENSG00000253237,0,0,0,0,0,0
ENSG00000252884,0,0,0,0,0,0
ENSG00000251867,29,5,32,4,25,2
ENSG00000277604,0,0,0,0,0,0
ENSG00000205189,1237,553,1063,560,1206,498
ENSG00000254162,20,8,11,8,9,5
ENSG00000260317,9,4,11,6,12,0
ENSG00000188856,61,57,49,63,65,73
ENSG00000252057,0,0,0,0,0,0
ENSG00000253760,0,0,0,2,0,0
ENSG00000223327,0,0,0,0,0,0
ENSG00000254181,0,0,0,0,0,0
ENSG00000243424,0,0,0,0,0,0
ENSG00000164684,107,24,95,32,82,29
ENSG00000254331,9,39,7,41,12,34
ENSG00000212429,0,0,0,0,0,0
ENSG00000243951,0,0,0,0,0,0
ENSG00000253516,1,0,0,0,0,0
ENSG00000286763,0,0,0,0,0,0
ENSG00000076641,1363,71,1209,94,1295,88
ENSG00000254060,0,0,1,0,1,1
ENSG00000254177,0,0,1,0,0,0
ENSG00000253214,1,0,0,0,3,0
ENSG00000254014,0,0,0,0,0,0
ENSG00000253677,4,1,6,6,2,4
ENSG00000272425,19,0,13,0,13,1
ENSG00000254027,29,23,26,12,23,11
ENSG00000164687,68,190,48,187,98,178
ENSG00000253859,0,0,0,0,0,0
ENSG00000147588,0,0,0,0,0,0
ENSG00000205186,0,0,0,0,0,0
ENSG00000170323,0,0,0,1,0,1
ENSG00000253374,1,0,1,1,3,1
ENSG00000237264,4302,472,3752,577,3566,584
ENSG00000197416,0,0,0,0,0,0
ENSG00000251521,8,1,13,0,3,0
ENSG00000254151,0,0,0,0,0,0
ENSG00000240427,0,0,0,0,0,0
ENSG00000205184,0,1,0,0,0,0
ENSG00000133731,780,900,751,1136,690,1116
ENSG00000253598,5,3,2,4,3,1
ENSG00000280193,25,22,12,16,11,14
ENSG00000104231,832,328,749,454,735,435
ENSG00000164695,300,360,297,437,282,406
ENSG00000253334,0,0,0,0,1,2
ENSG00000104497,314,148,294,188,311,181
ENSG00000231942,2,1,1,0,0,1
ENSG00000254689,3,1,3,2,2,0
ENSG00000254394,0,0,0,0,0,0
ENSG00000254123,0,0,0,0,0,0
ENSG00000206228,3,2,4,10,3,14
ENSG00000253503,0,0,0,0,0,0
ENSG00000253836,0,0,0,0,0,0
ENSG00000253581,0,0,0,0,0,0
ENSG00000254189,0,0,0,0,0,0
ENSG00000253423,0,0,0,0,0,0
ENSG00000274116,0,0,0,0,0,0
ENSG00000253898,0,0,0,0,0,0
ENSG00000254202,0,0,0,0,0,0
ENSG00000254195,0,0,0,0,0,0
ENSG00000253362,0,0,0,0,0,0
ENSG00000184672,0,0,0,0,0,0
ENSG00000206701,0,0,0,0,0,0
ENSG00000253137,0,0,0,0,0,0
ENSG00000248978,0,0,0,0,0,0
ENSG00000254212,0,0,0,0,0,0
ENSG00000203413,0,0,0,0,0,0
ENSG00000253655,0,0,0,0,0,0
ENSG00000253283,0,0,0,0,0,0
ENSG00000133739,327,134,259,139,308,146
ENSG00000260493,6,0,5,0,5,0
ENSG00000133740,261,103,245,110,248,99
ENSG00000254208,3,3,7,1,5,2
ENSG00000176731,421,203,363,323,417,279
ENSG00000185015,188,272,176,332,192,281
ENSG00000258256,0,0,2,1,5,1
ENSG00000257962,0,1,0,0,0,0
ENSG00000133742,3,2,1,0,5,1
ENSG00000164879,22,7,19,17,14,8
ENSG00000253549,41,18,40,7,45,9
ENSG00000104267,595,389,515,403,510,347
ENSG00000254380,0,0,0,0,1,0
ENSG00000253680,0,0,0,0,0,0
ENSG00000270971,0,0,0,0,0,0
ENSG00000273567,0,0,0,0,0,0
ENSG00000205176,0,0,0,0,0,0
ENSG00000276006,0,0,0,0,0,0
ENSG00000275928,0,0,0,0,0,0
ENSG00000276540,0,0,0,0,0,0
ENSG00000271381,0,0,0,0,0,0
ENSG00000276998,0,0,0,0,0,0
ENSG00000274343,0,0,0,0,0,0
ENSG00000270416,0,0,0,0,0,0
ENSG00000277436,0,0,0,0,0,0
ENSG00000277422,0,0,0,0,0,0
ENSG00000253154,0,0,0,0,0,0
ENSG00000285768,0,0,0,0,0,0
ENSG00000287927,0,0,0,0,0,0
ENSG00000147614,5,0,3,0,0,0
ENSG00000227753,0,0,0,0,0,0
ENSG00000243761,0,0,0,0,0,0
ENSG00000147613,0,0,0,0,0,0
ENSG00000253675,0,0,0,0,0,0
ENSG00000253699,0,0,0,0,0,0
ENSG00000164893,0,0,0,0,0,0
ENSG00000254231,5,2,6,4,4,8
ENSG00000123124,1613,988,1377,1110,1489,1033
ENSG00000176623,1043,527,876,587,895,481
ENSG00000250569,9,6,18,12,11,5
ENSG00000254088,0,4,2,3,4,0
ENSG00000085719,2876,2021,2570,2510,2659,2404
ENSG00000170289,14,8,8,5,14,12
ENSG00000253292,0,0,0,0,0,0
ENSG00000205333,0,0,0,1,0,0
ENSG00000233915,1,0,1,0,0,1
ENSG00000254115,0,0,0,0,0,0
ENSG00000253778,0,0,0,0,0,0
ENSG00000253568,0,0,0,0,0,0
ENSG00000176571,1,0,0,0,0,0
ENSG00000253500,0,0,0,0,0,0
ENSG00000253401,0,0,0,0,0,0
ENSG00000251563,0,0,0,0,0,0
ENSG00000254376,0,0,0,0,0,0
ENSG00000273978,0,0,0,0,0,0
ENSG00000176566,0,0,0,0,0,0
ENSG00000253171,0,0,0,0,1,1
ENSG00000156103,597,227,470,286,557,308
ENSG00000253553,71,3,58,6,51,11
ENSG00000251904,0,0,0,0,1,0
ENSG00000250962,0,0,0,0,4,0
ENSG00000271156,0,0,0,0,0,0
ENSG00000286984,0,0,0,0,0,0
ENSG00000253621,0,0,0,0,0,0
ENSG00000248231,0,0,0,1,0,0
ENSG00000251136,153,97,113,88,155,90
ENSG00000104312,606,432,675,504,635,488
ENSG00000253349,0,0,0,0,0,0
ENSG00000275103,0,0,0,0,0,0
ENSG00000207359,0,2,10,1,4,1
ENSG00000164823,853,548,704,670,712,619
ENSG00000104320,846,900,759,1222,821,1059
ENSG00000104325,722,438,697,504,724,440
ENSG00000104327,2,1,4,2,2,0
ENSG00000254180,1,4,1,1,3,0
ENSG00000253394,0,0,1,0,0,0
ENSG00000199354,0,0,0,0,0,0
ENSG00000253799,0,0,0,0,0,0
ENSG00000180694,1183,960,961,1111,1004,1086
ENSG00000246792,12,1,13,1,8,0
ENSG00000254182,0,0,0,0,0,0
ENSG00000123119,5,0,1,3,2,1
ENSG00000254251,0,0,0,0,0,0
ENSG00000253250,1,0,0,0,3,1
ENSG00000155099,302,189,302,231,268,262
ENSG00000253358,0,0,0,1,0,0
ENSG00000254219,0,0,0,0,0,0
ENSG00000253738,405,226,360,287,363,268
ENSG00000155100,359,429,346,563,334,485
ENSG00000214954,58,37,54,26,53,27
ENSG00000253525,4,0,0,0,3,0
ENSG00000266194,0,0,0,0,0,0
ENSG00000147606,26,0,19,2,16,1
ENSG00000253901,0,0,0,0,0,0
ENSG00000200151,0,0,0,0,0,0
ENSG00000271202,0,0,0,0,0,0
ENSG00000229182,0,0,0,0,0,0
ENSG00000079102,1,0,3,0,0,0
ENSG00000253576,0,0,0,0,0,0
ENSG00000233778,0,0,0,0,0,0
ENSG00000253118,0,0,0,0,0,0
ENSG00000253682,0,0,0,0,0,0
ENSG00000253749,0,0,0,0,0,0
ENSG00000253634,0,0,0,0,0,0
ENSG00000253177,0,0,0,0,0,0
ENSG00000288005,0,0,0,0,0,0
ENSG00000248858,18,0,11,1,15,1
ENSG00000254020,0,0,0,0,0,0
ENSG00000253577,0,0,0,0,0,0
ENSG00000253197,5,2,3,5,1,0
ENSG00000205133,706,162,701,214,753,225
ENSG00000251347,0,0,0,0,0,0
ENSG00000277063,0,0,1,0,0,0
ENSG00000279847,0,0,0,0,0,0
ENSG00000246662,2,4,0,0,1,0
ENSG00000253960,0,0,0,0,0,0
ENSG00000268080,0,0,0,0,0,0
ENSG00000254089,0,0,0,0,0,0
ENSG00000222416,0,0,0,0,0,0
ENSG00000253781,0,0,0,0,0,0
ENSG00000188343,545,351,451,409,521,384
ENSG00000271971,63,11,55,15,41,12
ENSG00000253854,94,20,89,13,77,25
ENSG00000183808,871,645,853,625,912,601
ENSG00000253722,0,0,0,0,0,0
ENSG00000279331,16,26,23,28,27,32
ENSG00000253848,3,0,0,2,0,0
ENSG00000164953,580,209,475,281,570,260
ENSG00000254057,1,0,2,3,1,3
ENSG00000254387,2,1,3,2,3,6
ENSG00000164951,1329,1034,1325,1114,1322,1146
ENSG00000264448,3,4,1,0,2,0
ENSG00000284288,0,0,0,0,0,0
ENSG00000251234,1,1,1,0,0,0
ENSG00000240509,276,175,254,170,309,168
ENSG00000275386,0,0,0,0,0,0
ENSG00000253585,0,0,0,0,0,0
ENSG00000079112,6,0,8,0,4,0
ENSG00000249510,0,0,0,0,0,0
ENSG00000164949,76,25,93,27,100,26
ENSG00000244217,3,2,2,1,4,0
ENSG00000197275,100,158,85,163,126,190
ENSG00000265817,281,82,237,87,239,87
ENSG00000164944,1743,1289,1618,1498,1654,1501
ENSG00000254315,5,2,2,1,1,0
ENSG00000253704,18,4,6,2,12,2
ENSG00000253175,7,1,1,0,12,0
ENSG00000254190,0,0,0,0,0,0
ENSG00000254283,0,0,0,0,0,0
ENSG00000261437,2,1,1,0,1,0
ENSG00000104413,277,113,261,144,326,152
ENSG00000274701,0,0,0,0,0,0
ENSG00000241003,0,0,0,0,0,0
ENSG00000253429,0,0,0,0,0,0
ENSG00000199701,0,0,0,0,0,0
ENSG00000156162,1390,484,1164,603,1303,569
ENSG00000254307,0,0,0,0,0,0
ENSG00000164941,1196,1102,1084,1277,1156,1233
ENSG00000175305,96,248,89,311,73,292
ENSG00000272509,10,7,11,12,1,16
ENSG00000243979,0,7,1,3,2,4
ENSG00000156170,182,274,170,301,198,332
ENSG00000164938,823,80,786,76,823,76
ENSG00000253878,1,0,0,2,2,0
ENSG00000253528,1,0,0,1,1,0
ENSG00000287322,4,3,3,0,3,3
ENSG00000200525,0,0,4,0,0,1
ENSG00000245080,0,2,0,0,1,0
ENSG00000254248,0,0,1,1,0,0
ENSG00000284147,0,0,0,0,0,0
ENSG00000283522,0,0,0,0,0,0
ENSG00000175895,335,226,339,280,346,276
ENSG00000253773,7,2,9,2,4,4
ENSG00000253351,2,0,0,1,0,0
ENSG00000156172,244,170,215,193,268,179
ENSG00000253945,0,1,0,0,2,0
ENSG00000253872,0,0,0,0,0,0
ENSG00000202112,0,0,0,0,0,0
ENSG00000254079,0,0,0,0,0,0
ENSG00000248762,0,0,0,0,0,0
ENSG00000183663,0,0,0,0,0,0
ENSG00000271349,0,0,0,0,0,0
ENSG00000270131,0,0,0,0,0,0
ENSG00000156466,1,0,2,0,0,0
ENSG00000156467,1705,1397,1848,1567,1817,1287
ENSG00000254224,1,1,1,0,1,0
ENSG00000156469,255,351,243,419,268,349
ENSG00000156471,1785,2921,1752,3044,1785,2829
ENSG00000199732,0,0,0,0,0,0
ENSG00000253105,0,0,0,0,0,0
ENSG00000202095,0,0,0,0,0,0
ENSG00000169439,627,409,557,463,635,503
ENSG00000104324,496,113,506,127,566,125
ENSG00000272249,0,0,1,0,0,0
ENSG00000270077,0,0,0,0,0,0
ENSG00000260640,0,0,0,0,0,0
ENSG00000180543,3,0,6,0,2,0
ENSG00000207215,0,0,0,0,0,0
ENSG00000213750,1,2,0,0,0,0
ENSG00000287654,1,1,0,0,6,0
ENSG00000147649,2891,3382,2552,4117,2865,3985
ENSG00000202399,6,2,0,0,3,0
ENSG00000104341,6104,6002,5279,6660,5744,6079
ENSG00000270682,0,0,0,0,0,1
ENSG00000270861,0,1,0,0,0,0
ENSG00000253639,0,0,2,0,1,0
ENSG00000243504,0,0,1,1,0,1
ENSG00000132561,248,39,184,35,209,37
ENSG00000156482,5753,4925,6504,4812,6391,4239
ENSG00000245970,17,33,19,19,17,22
ENSG00000207067,0,0,0,0,0,0
ENSG00000252755,0,0,1,0,0,0
ENSG00000177459,39,15,44,9,53,17
ENSG00000132541,132,155,121,117,123,132
ENSG00000104356,131,681,156,790,144,643
ENSG00000104361,60,14,53,13,90,13
ENSG00000252558,0,0,0,0,0,0
ENSG00000104375,299,263,311,292,330,306
ENSG00000278914,1,0,0,0,1,1
ENSG00000253468,0,1,0,0,0,1
ENSG00000156486,6,0,1,2,0,3
ENSG00000272321,0,0,0,1,0,0
ENSG00000207378,0,1,0,0,1,0
ENSG00000253911,0,1,2,1,1,0
ENSG00000254112,0,0,0,0,0,0
ENSG00000240870,0,0,0,0,1,0
ENSG00000253415,0,0,0,0,0,0
ENSG00000254312,0,0,0,0,0,0
ENSG00000223281,0,0,0,0,0,0
ENSG00000271930,1,1,0,0,0,1
ENSG00000164920,33,54,57,47,63,46
ENSG00000253948,9,9,8,3,8,9
ENSG00000229625,0,0,0,0,0,0
ENSG00000253180,0,0,3,1,4,1
ENSG00000132549,2191,987,1796,1044,2239,1045
ENSG00000253562,0,0,0,0,2,0
ENSG00000253532,0,0,0,1,1,0
ENSG00000236583,0,0,0,1,2,0
ENSG00000237704,2,0,0,2,1,2
ENSG00000225017,4,0,2,0,0,2
ENSG00000206699,0,0,0,0,0,0
ENSG00000207804,0,0,0,0,0,0
ENSG00000216069,0,0,0,0,0,0
ENSG00000243254,0,0,0,0,0,0
ENSG00000235683,1,0,0,0,4,0
ENSG00000253539,1,0,0,0,0,1
ENSG00000253912,0,0,0,0,0,0
ENSG00000164919,916,1269,968,1330,977,1162
ENSG00000287952,0,0,0,0,0,0
ENSG00000132554,0,0,1,0,0,0
ENSG00000212414,0,0,0,0,0,0
ENSG00000221753,0,0,0,0,0,0
ENSG00000156509,41,134,56,131,78,126
ENSG00000147669,518,586,518,802,515,660
ENSG00000104450,304,634,302,678,301,619
ENSG00000202310,0,0,0,0,2,0
ENSG00000253299,1,1,2,0,2,1
ENSG00000199667,2,2,0,0,0,0
ENSG00000034677,819,529,733,538,822,550
ENSG00000253217,0,0,0,0,0,0
ENSG00000253824,0,0,0,0,0,0
ENSG00000265599,0,0,0,0,0,0
ENSG00000253842,0,0,0,0,0,0
ENSG00000253666,0,0,0,0,0,0
ENSG00000254364,0,0,0,0,0,0
ENSG00000186106,249,70,202,98,222,83
ENSG00000251013,1,3,1,4,3,0
ENSG00000174226,0,1,0,0,0,0
ENSG00000253740,0,0,0,0,0,0
ENSG00000252764,0,0,0,0,0,0
ENSG00000070756,23733,18704,21708,21246,22822,19768
ENSG00000284570,0,0,0,0,0,0
ENSG00000221527,0,0,0,0,0,0
ENSG00000202001,0,0,0,0,0,0
ENSG00000242399,0,0,0,0,0,0
ENSG00000222795,0,0,0,0,0,0
ENSG00000212994,11,29,8,29,15,21
ENSG00000275041,0,0,0,0,0,0
ENSG00000260368,2,4,11,9,4,3
ENSG00000164924,9492,11026,8150,13750,9040,12812
ENSG00000242315,0,0,0,0,0,0
ENSG00000248599,5,1,0,0,2,0
ENSG00000253395,3,2,3,0,1,0
ENSG00000253355,0,0,0,0,0,0
ENSG00000202360,0,0,0,0,0,0
ENSG00000253737,0,0,0,0,0,0
ENSG00000261087,25,1,37,1,26,1
ENSG00000120963,645,598,608,633,643,586
ENSG00000271882,6,1,0,0,7,1
ENSG00000253942,0,0,0,0,0,0
ENSG00000253679,0,0,0,0,0,0
ENSG00000287479,0,0,0,0,0,0
ENSG00000253282,0,0,0,0,0,0
ENSG00000239115,0,0,0,0,0,0
ENSG00000271560,0,0,0,0,0,0
ENSG00000228224,14,11,12,9,8,6
ENSG00000254063,0,0,0,0,0,0
ENSG00000253644,0,0,1,0,0,0
ENSG00000239211,0,0,0,0,0,0
ENSG00000254084,0,0,0,0,0,0
ENSG00000254024,0,0,0,0,0,0
ENSG00000083307,0,1,0,1,0,0
ENSG00000253991,0,2,0,1,0,0
ENSG00000253153,1,1,1,0,0,1
ENSG00000104490,0,0,0,0,0,0
ENSG00000253629,0,0,0,0,0,0
ENSG00000238372,0,0,0,0,0,0
ENSG00000282989,0,0,0,0,0,0
ENSG00000266756,0,0,0,0,0,0
ENSG00000254492,0,0,0,0,0,0
ENSG00000048392,842,719,715,973,806,919
ENSG00000246263,49,13,37,15,55,15
ENSG00000253328,11,1,4,2,4,3
ENSG00000104517,3905,2816,3436,2903,3985,2836
ENSG00000272037,10,2,4,6,5,5
ENSG00000253923,0,1,2,0,0,0
ENSG00000221387,0,0,1,0,2,0
ENSG00000271612,0,0,0,0,0,1
ENSG00000240724,0,0,0,0,0,0
ENSG00000253633,0,1,1,0,6,0
ENSG00000252593,0,0,0,0,0,0
ENSG00000155087,0,0,0,0,0,0
ENSG00000253382,0,0,0,0,0,0
ENSG00000155090,1028,1627,1040,1892,1082,1712
ENSG00000283959,29,1,23,9,23,9
ENSG00000250684,0,1,0,0,0,0
ENSG00000253669,35,38,18,60,33,56
ENSG00000155096,2733,2842,2605,3461,2626,3374
ENSG00000253385,2,2,4,2,3,2
ENSG00000253320,41,16,43,19,41,33
ENSG00000253263,3,0,1,1,3,0
ENSG00000244052,2,2,2,2,4,4
ENSG00000201216,0,0,0,0,0,0
ENSG00000253663,0,0,0,0,1,0
ENSG00000254236,0,1,0,2,2,0
ENSG00000155097,1382,1312,1268,1500,1376,1341
ENSG00000253795,0,0,0,0,0,0
ENSG00000253556,0,0,1,0,0,0
ENSG00000253977,0,0,0,0,0,0
ENSG00000250929,0,0,0,0,0,0
ENSG00000236939,2,0,0,0,3,0
ENSG00000164929,3,0,0,0,3,1
ENSG00000247081,103,76,107,84,101,65
ENSG00000265657,0,0,0,0,0,0
ENSG00000253851,0,0,0,0,0,0
ENSG00000164930,1315,1267,1073,1633,1198,1636
ENSG00000286337,16,18,11,31,10,20
ENSG00000164932,40,1,25,4,31,2
ENSG00000266289,0,0,0,0,0,0
ENSG00000207399,0,0,0,1,0,1
ENSG00000164933,17,68,14,46,10,52
ENSG00000285982,3,2,4,1,2,0
ENSG00000164934,654,1332,566,1480,622,1411
ENSG00000261670,1,0,4,0,2,0
ENSG00000271830,35,5,46,13,52,3
ENSG00000253477,76,10,61,27,94,18
ENSG00000176406,497,238,386,245,503,275
ENSG00000255105,1,0,3,1,1,1
ENSG00000254644,1,0,0,0,2,0
ENSG00000239344,2,1,2,2,3,1
ENSG00000147647,0,0,0,0,0,1
ENSG00000164935,0,0,0,0,0,0
ENSG00000179577,0,0,0,0,0,0
ENSG00000279138,3,1,0,8,4,0
ENSG00000208032,0,0,0,0,0,0
ENSG00000147650,937,518,866,560,974,605
ENSG00000253454,3,0,1,0,1,0
ENSG00000169946,168,44,115,45,129,40
ENSG00000283157,0,0,0,0,0,0
ENSG00000243939,0,0,0,0,0,0
ENSG00000253997,0,0,0,0,0,0
ENSG00000240271,0,0,0,0,0,0
ENSG00000254041,0,0,0,0,0,0
ENSG00000253318,0,0,0,0,0,0
ENSG00000243171,0,0,0,0,0,0
ENSG00000251003,302,69,252,68,281,68
ENSG00000253420,0,0,1,0,2,0
ENSG00000254141,0,0,3,0,0,1
ENSG00000243601,0,0,1,0,1,0
ENSG00000253526,0,1,1,0,0,1
ENSG00000201627,0,0,0,0,0,0
ENSG00000213708,0,0,0,0,0,0
